20,20,20,20,20,20,40,20,125,188,20,21,MED
45,23,20,20,81,20,26,20,157,131,20,54,MED
20,20,20,20,85,20,20,20,232,156,20,20,MED
20,20,20,20,40,20,87,20,129,198,20,31,MED
20,42,20,32,205,20,21,23,170,193,20,20,MED
20,98,20,20,71,20,31,20,153,171,20,20,MED
20,20,20,20,97,20,20,20,121,142,20,20,MED
20,20,20,20,20,20,20,20,48,67,20,20,MED
20,30,20,20,22,20,20,28,196,167,20,20,MED
20,20,20,20,28,20,20,20,86,41,20,20,MED
20,32,20,20,40,20,20,20,121,22,20,20,MED
20,29,20,20,25,20,20,20,42,62,20,20,MED
20,20,20,25,84,20,20,20,113,20,20,20,MED
20,20,20,20,35,20,20,20,125,20,20,20,MED
125,20,20,20,30,20,20,20,223,271,20,20,MED
20,21,20,20,20,20,20,20,82,98,20,20,MED
20,101,20,20,20,20,52,20,216,138,20,34,MED
20,20,20,20,22,20,49,20,111,121,20,20,MED
20,20,20,20,76,20,20,20,139,51,20,20,MED
20,35,20,20,46,20,20,20,63,197,20,20,MED
20,20,20,20,226,20,20,30,132,160,20,28,MED
20,20,20,20,22,20,20,20,112,88,20,20,MED
20,20,20,28,45,20,20,20,75,109,20,20,MED
20,20,20,20,42,20,20,20,46,20,20,20,MED
20,20,20,57,105,20,20,20,69,79,20,20,MED
20,20,20,20,166,20,20,20,140,74,20,20,MED
20,20,20,20,43,20,20,20,161,37,20,20,MED
20,20,20,20,25,20,20,20,118,35,20,20,MED
20,54,20,28,114,20,20,20,158,101,20,20,MED
20,20,20,22,20,20,27,26,88,112,20,20,MED
20,20,20,40,88,20,20,20,62,171,20,36,MED
20,20,20,22,49,46,20,20,67,218,20,20,MED
20,33,20,20,23,20,20,20,120,100,20,20,MED
20,20,20,26,20,20,20,25,99,101,20,20,MED
20,108,20,39,122,20,25,67,209,188,56,20,MED
20,25,20,20,20,20,40,27,81,132,20,20,MED
20,20,20,20,20,20,20,20,105,95,20,20,MED
20,81,20,28,87,20,20,20,133,169,20,20,MED
20,26,20,20,72,20,20,20,149,124,20,20,MED
231,20,20,21,769,20,20,22,62,321,85,36,MGL
45,82,20,20,425,20,24,61,155,581,115,98,MGL
112,334,20,23,331,20,20,158,291,481,74,40,MGL
205,27,20,24,569,20,20,127,233,438,43,99,MGL
335,70,20,58,784,20,33,77,225,493,81,63,MGL
110,20,20,21,315,20,20,45,147,656,116,44,MGL
20,43,20,28,355,20,62,187,185,270,101,84,MGL
204,20,20,20,224,20,20,64,513,292,20,194,RHB
322,20,20,20,508,20,20,28,221,336,20,20,RHB
20,20,20,20,20,20,20,20,143,41,20,20,RHB
20,20,20,20,20,20,20,20,154,94,20,20,RHB
20,20,20,26,45,20,20,20,164,79,20,20,RHB
120,20,20,60,20,20,20,20,282,245,20,20,RHB
158,20,22,20,20,33,26,20,480,50,20,20,RHB
20,21,20,20,280,20,20,25,438,710,20,20,EPD
20,20,20,20,303,25,36,38,312,885,20,33,EPD
29,20,20,20,165,20,20,86,324,580,20,62,EPD
83,20,20,22,104,20,20,38,285,403,20,23,EPD
62,20,20,20,165,20,20,20,220,504,20,27,EPD
20,20,20,20,296,20,20,52,292,441,20,26,EPD
257,20,20,20,20,22,20,50,281,579,20,24,EPD
285,99,20,31,269,26,49,136,381,935,108,114,EPD
341,20,20,20,228,20,20,20,443,876,20,141,EPD
381,30,34,20,473,44,62,156,427,498,23,89,EPD
924,564,128,261,1035,155,169,541,739,932,333,329,JPA
1499,512,63,175,872,92,181,277,789,992,436,365,JPA
923,576,73,153,874,118,163,341,631,843,378,331,JPA
1358,689,102,192,997,115,138,450,919,859,303,396,JPA
1081,342,94,185,1069,102,120,586,782,858,269,314,JPA
1120,394,92,121,896,119,221,319,813,826,159,293,JPA
