20,20,20,20,20,44,20,20,105,51,125,22,30,20,20,20,40,20,188,51,20,54,101,20,21,MED
45,20,81,20,20,33,20,20,60,20,157,73,41,20,23,20,26,20,131,100,20,154,82,20,54,MED
20,20,85,20,20,29,20,20,25,20,232,292,61,39,20,20,20,20,156,149,20,133,20,20,20,MED
20,20,40,26,20,20,20,20,55,54,129,50,42,20,20,20,87,20,198,82,20,148,20,20,31,MED
20,20,205,33,23,23,20,20,40,20,170,51,88,20,42,20,21,20,193,109,32,65,39,20,20,MED
20,20,71,23,20,20,20,20,34,20,153,212,36,27,98,20,31,20,171,153,20,122,20,20,20,MED
20,20,97,21,20,42,20,20,61,20,121,58,61,20,20,20,20,20,142,57,20,20,20,20,20,MED
20,20,20,20,20,20,20,20,32,23,48,20,20,20,20,20,20,20,67,58,20,20,193,20,20,MED
20,20,22,24,28,20,20,20,20,22,196,88,34,67,30,20,20,20,167,107,20,103,62,20,20,MED
20,20,28,20,20,20,20,20,31,20,86,20,20,20,20,20,20,20,41,64,20,82,20,20,20,MED
20,20,40,20,20,20,20,20,20,20,121,82,24,20,32,20,20,20,22,24,20,20,20,20,20,MED
20,20,25,20,20,20,20,20,20,20,42,87,40,20,29,20,20,20,62,73,20,24,20,20,20,MED
20,20,84,20,20,20,20,20,20,20,113,29,20,20,20,20,20,20,20,85,25,52,20,20,20,MED
20,20,35,24,20,20,20,20,20,20,125,87,24,20,20,20,20,20,20,36,20,28,20,20,20,MED
125,20,30,33,20,20,20,20,109,20,223,20,75,20,20,20,20,20,271,170,20,44,37,20,20,MED
20,20,20,20,20,20,20,20,30,20,82,20,20,20,21,20,20,20,98,99,20,46,20,20,20,MED
20,20,20,22,20,20,20,20,95,20,216,29,20,20,101,20,52,20,138,84,20,97,20,20,34,MED
20,20,22,20,20,60,20,20,48,20,111,20,20,20,20,20,49,20,121,47,20,26,82,20,20,MED
20,20,76,22,20,34,20,20,54,20,139,91,27,23,20,20,20,20,51,48,20,27,20,20,20,MED
20,20,46,20,20,20,20,20,24,29,63,39,23,20,35,20,20,20,197,75,20,223,20,20,20,MED
20,20,226,20,30,20,20,20,52,20,132,32,47,21,20,20,20,20,160,85,20,96,20,20,28,MED
20,20,22,30,20,20,20,20,22,20,112,25,23,20,20,20,20,20,88,72,20,36,20,20,20,MED
20,20,45,20,20,23,20,20,33,20,75,33,20,20,20,20,20,20,109,26,28,68,20,20,20,MED
20,20,42,20,20,20,20,20,20,20,46,56,60,20,20,20,20,20,20,51,20,20,20,20,20,MED
20,20,105,20,20,20,20,20,30,20,69,79,20,20,20,20,20,20,79,75,57,20,20,20,20,MED
20,20,166,30,20,20,20,20,59,20,140,99,48,20,20,20,20,20,74,85,20,20,20,20,20,MED
20,20,43,20,20,20,20,20,27,20,161,35,20,20,20,20,20,20,37,84,20,63,20,20,20,MED
20,20,25,20,20,20,20,20,69,20,118,20,20,20,20,20,20,20,35,51,20,60,20,20,20,MED
20,20,114,26,20,20,20,20,36,20,158,84,26,20,54,20,20,20,101,128,28,41,22,20,20,MED
20,20,20,20,26,20,20,20,72,20,88,20,34,20,20,20,27,20,112,78,22,20,20,20,20,MED
20,20,88,40,20,20,20,20,20,20,62,39,29,20,20,20,20,20,171,54,40,20,20,20,36,MED
20,20,49,20,20,20,20,20,54,20,67,63,49,20,20,46,20,20,218,91,22,21,20,20,20,MED
20,20,23,34,20,20,20,20,102,20,120,32,35,20,33,20,20,20,100,101,20,66,20,20,20,MED
20,20,20,32,25,20,20,20,45,20,99,20,20,20,20,20,20,20,101,87,26,40,21,20,20,MED
20,20,122,20,67,59,20,56,90,44,209,50,20,70,108,20,25,20,188,70,39,310,20,20,20,MED
20,20,20,20,27,20,20,20,64,21,81,20,21,20,25,20,40,20,132,39,20,20,25,20,20,MED
20,20,20,20,20,20,20,20,63,20,105,20,20,20,20,20,20,20,95,71,20,20,20,20,20,MED
20,20,87,20,20,20,20,20,59,20,133,155,20,20,81,20,20,20,169,105,28,43,20,20,20,MED
20,20,72,20,20,20,20,20,35,20,149,20,20,20,26,20,20,20,124,85,20,20,20,20,20,MED
231,20,769,20,22,508,20,85,46,20,62,118,20,475,20,20,20,20,321,31,21,400,20,20,36,MGL
45,20,425,20,61,442,20,115,84,33,155,83,48,211,82,20,24,20,581,133,20,486,168,32,98,MGL
112,20,331,20,158,104,20,74,64,77,291,78,58,738,334,20,20,20,481,55,23,589,60,20,40,MGL
205,20,569,27,127,225,20,43,72,45,233,183,57,387,27,20,20,20,438,144,24,708,115,35,99,MGL
335,20,784,20,77,380,20,81,65,55,225,151,29,1407,70,20,33,20,493,94,58,600,47,20,63,MGL
110,20,315,20,45,230,20,116,85,88,147,27,24,345,20,20,20,20,656,45,21,726,20,20,44,MGL
20,20,355,20,187,60,20,101,97,167,185,67,63,719,43,20,62,20,270,58,28,681,20,20,84,MGL
204,20,224,25,64,20,20,20,151,33,513,20,29,20,20,20,20,20,292,159,20,254,49,21,194,RHB
322,20,508,22,28,127,20,20,116,20,221,47,44,20,20,20,20,20,336,298,20,305,20,20,20,RHB
20,20,20,24,20,20,20,20,142,20,143,50,43,20,20,20,20,20,41,218,20,83,60,20,20,RHB
20,20,20,45,20,20,20,20,256,30,154,20,84,20,20,20,20,20,94,176,20,20,56,20,20,RHB
20,20,45,20,20,20,20,20,143,20,164,32,31,20,20,20,20,20,79,161,26,20,29,20,20,RHB
120,20,20,30,20,20,21,20,180,20,282,53,59,20,20,20,20,20,245,209,60,56,20,20,20,RHB
158,22,20,27,20,20,20,20,166,20,480,20,20,20,20,33,26,20,50,283,20,22,20,87,20,RHB
20,20,280,22,25,21,20,20,167,67,438,20,201,20,21,20,20,20,710,267,20,726,77,20,20,EPD
20,20,303,50,38,20,20,20,142,134,312,29,96,86,20,25,36,20,885,249,20,960,45,20,33,EPD
29,20,165,39,86,20,20,20,165,72,324,56,140,20,20,20,20,20,580,250,20,876,127,20,62,EPD
83,20,104,38,38,55,20,20,188,47,285,33,172,20,20,20,20,20,403,292,22,202,61,20,23,EPD
62,20,165,42,20,22,20,20,209,26,220,43,112,20,20,20,20,20,504,188,20,175,20,51,27,EPD
20,20,296,27,52,20,20,20,191,52,292,25,78,20,20,20,20,20,441,136,20,789,20,20,26,EPD
257,20,20,46,50,20,20,20,138,20,281,42,104,20,20,22,20,20,579,154,20,353,111,47,24,EPD
285,20,269,39,136,32,89,108,217,114,381,64,219,362,99,26,49,20,935,351,31,815,174,93,114,EPD
341,20,228,50,20,20,20,20,141,87,443,28,146,20,20,20,20,20,876,315,20,982,90,95,141,EPD
381,34,473,67,156,47,20,23,170,85,427,62,78,238,30,44,62,28,498,286,20,633,173,93,89,EPD
924,128,1035,113,541,710,125,333,221,196,739,553,199,1057,564,155,169,95,932,429,261,777,458,182,329,JPA
1499,63,872,92,277,869,99,436,240,239,789,443,238,709,512,92,181,138,992,360,175,931,432,164,365,JPA
923,73,874,63,341,678,82,378,199,192,631,432,194,1068,576,118,163,94,843,298,153,1026,569,166,331,JPA
1358,102,997,73,450,443,123,303,243,197,919,401,215,1628,689,115,138,62,859,357,192,889,577,154,396,JPA
1081,94,1069,78,586,490,103,269,237,214,782,435,209,1244,342,102,120,158,858,329,185,792,286,166,314,JPA
1120,92,896,97,319,298,77,159,209,248,813,336,182,1389,394,119,221,179,826,361,121,929,423,92,293,JPA
