20,20,20,20,20,21,MED
45,20,20,20,20,54,MED
20,20,20,20,20,20,MED
20,20,20,20,20,31,MED
20,20,32,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,25,20,20,20,MED
20,20,20,20,20,20,MED
125,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,34,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,28,MED
20,20,20,20,20,20,MED
20,20,28,20,20,20,MED
20,20,20,20,20,20,MED
20,20,57,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,28,20,20,20,MED
20,20,22,20,20,20,MED
20,20,40,20,20,36,MED
20,20,22,46,20,20,MED
20,20,20,20,20,20,MED
20,20,26,20,20,20,MED
20,20,39,20,56,20,MED
20,20,20,20,20,20,MED
20,20,20,20,20,20,MED
20,20,28,20,20,20,MED
20,20,20,20,20,20,MED
231,20,21,20,85,36,MGL
45,20,20,20,115,98,MGL
112,20,23,20,74,40,MGL
205,20,24,20,43,99,MGL
335,20,58,20,81,63,MGL
110,20,21,20,116,44,MGL
20,20,28,20,101,84,MGL
204,20,20,20,20,194,RHB
322,20,20,20,20,20,RHB
20,20,20,20,20,20,RHB
20,20,20,20,20,20,RHB
20,20,26,20,20,20,RHB
120,20,60,20,20,20,RHB
158,22,20,33,20,20,RHB
20,20,20,20,20,20,EPD
20,20,20,25,20,33,EPD
29,20,20,20,20,62,EPD
83,20,22,20,20,23,EPD
62,20,20,20,20,27,EPD
20,20,20,20,20,26,EPD
257,20,20,22,20,24,EPD
285,20,31,26,108,114,EPD
341,20,20,20,20,141,EPD
381,34,20,44,23,89,EPD
924,128,261,155,333,329,JPA
1499,63,175,92,436,365,JPA
923,73,153,118,378,331,JPA
1358,102,192,115,303,396,JPA
1081,94,185,102,269,314,JPA
1120,92,121,119,159,293,JPA
